transaction_amount,transaction_frequency,account_age,location_change,hour_of_day,distance_from_home_km,num_declines_last_hour,merchant_risk_score,is_online,fraud
222.36,2,409.2,0,2,193.53,1,0.438,1,1
104.05,5,88.2,0,0,13.2,0,0.414,1,0
22.2,5,932.4,0,12,58.41,0,0.074,0,0
19.71,3,1338.1,0,0,44.92,0,0.723,0,0
109.7,0,460.1,0,16,0.09,0,0.569,1,1
29.21,7,597.3,0,2,,0,0.393,0,0
54.7,4,97.2,0,17,17.33,0,0.327,1,0
55.86,1,99.5,0,1,152.45,2,0.419,0,1
159.84,2,793.5,0,1,47.54,0,0.0,0,0
94.88,2,1899.1,1,13,20.33,0,0.354,1,0
21.23,6,434.9,0,21,75.1,0,0.237,0,0
68.3,1,70.1,0,3,23.34,0,0.172,0,0
103.63,5,40.9,0,14,41.7,0,0.938,0,0
69.52,2,1193.0,0,19,71.31,0,0.265,1,0
167.87,2,179.2,0,10,,0,0.542,0,0
88.89,4,506.1,0,14,19.31,1,0.46,1,0
197.53,6,34.0,0,19,6.18,1,0.493,1,1
66.99,4,100.6,1,7,21.79,1,0.0,1,0
42.12,2,1763.0,1,12,1.21,0,0.622,0,0
83.14,2,1962.2,0,16,5.43,0,0.563,0,0
92.02,4,548.9,0,18,56.52,0,0.122,0,0
4.86,7,956.3,0,0,28.86,0,0.247,0,0
273.24,2,85.0,1,5,73.17,2,0.447,1,1
65.76,4,59.0,0,5,83.66,0,0.188,0,0
137.62,5,395.2,0,23,69.87,0,0.244,1,0
52.41,3,375.7,0,18,57.7,0,0.486,0,0
186.22,5,936.5,0,5,7.57,0,0.747,0,0
107.61,2,510.5,0,7,47.5,0,0.268,0,0
28.35,4,344.2,0,6,91.27,0,0.435,0,0
132.31,3,96.6,0,11,33.48,0,0.289,0,0
33.1,6,66.4,1,16,46.78,0,0.239,1,0
49.57,1,262.5,0,8,24.95,1,0.497,1,0
9.38,2,498.1,0,0,30.67,0,0.329,1,0
138.44,5,1949.4,0,10,18.85,0,0.003,0,0
126.01,7,166.2,0,21,30.67,0,0.127,0,0
43.85,1,1422.2,0,8,55.77,0,0.149,1,0
11.1,1,831.8,0,22,21.57,0,0.332,0,0
237.24,0,259.0,0,13,157.06,0,0.742,0,1
69.26,0,667.6,0,2,26.51,0,0.284,0,0
158.2,0,1117.5,0,20,44.19,0,0.0,0,0
323.63,1,869.5,0,20,1.38,3,0.154,1,0
67.75,4,321.8,0,0,7.39,0,0.0,0,0
95.46,3,55.5,0,10,18.49,0,0.514,1,0
61.66,8,148.2,0,3,61.64,1,0.324,1,0
7.07,5,386.1,0,12,73.63,0,0.455,0,0
82.96,1,922.7,0,7,30.82,0,0.233,1,0
32.42,3,1634.7,0,18,9.88,0,0.6,1,0
167.26,6,391.7,1,23,23.22,0,0.437,0,0
145.32,1,26.3,0,2,192.83,0,0.038,1,1
41.59,8,90.6,0,2,98.47,0,0.321,0,0
194.35,6,99.7,0,1,0.94,1,0.268,1,0
101.98,3,1907.9,0,17,24.28,0,0.0,1,0
143.24,1,1255.6,0,4,20.69,0,0.306,1,0
16.73,7,11.7,0,15,39.37,1,1.0,1,0
34.92,1,112.9,0,22,21.71,1,0.656,0,0
27.87,4,202.1,0,1,32.02,0,0.092,0,0
5.77,1,1542.1,0,21,14.57,0,0.159,1,0
97.11,2,443.7,0,20,49.6,0,0.0,0,0
98.48,4,9.5,0,23,22.95,0,0.239,0,0
38.9,0,473.3,0,13,20.88,0,0.155,0,0
83.62,2,190.8,0,8,22.76,0,0.158,0,0
37.9,4,635.2,0,22,33.62,0,0.179,0,0
116.37,2,125.9,0,6,22.39,0,0.192,1,0
66.12,3,3116.5,0,6,21.74,0,0.635,0,0
201.61,1,1450.2,0,3,64.08,0,0.291,0,0
147.36,1,28.8,0,1,101.99,1,0.837,1,1
143.79,6,32.1,0,9,13.53,0,0.457,0,0
218.2,6,471.9,0,3,28.85,0,0.314,0,0
42.84,3,757.7,1,17,3.28,1,0.501,0,0
24.4,4,1923.3,0,14,15.65,1,0.0,0,0
191.11,4,69.1,0,4,50.3,0,0.853,0,1
13.94,4,53.9,0,19,67.29,1,0.421,0,0
142.28,5,1535.6,0,0,68.47,0,0.798,0,0
71.3,4,491.6,0,10,15.48,0,0.096,0,0
91.41,4,1221.7,0,8,5.23,0,0.023,1,0
66.34,3,279.6,0,0,17.7,0,0.42,0,0
66.2,2,163.7,0,14,72.52,1,0.205,1,0
23.53,4,1803.3,0,6,53.74,0,0.455,0,0
45.41,4,961.8,0,12,29.55,0,0.215,0,0
21.23,3,11.6,0,17,36.2,0,0.466,0,0
106.66,8,733.5,0,7,6.74,1,0.457,1,0
78.49,2,1134.2,0,9,17.52,0,0.25,0,0
43.55,6,1081.0,0,20,24.55,0,0.505,0,0
80.62,3,3.8,1,11,87.66,0,0.349,0,0
1.64,3,711.7,1,18,11.71,0,0.171,1,0
15.11,3,616.9,0,4,66.46,0,0.126,1,0
22.66,1,285.3,0,6,81.1,1,0.183,1,0
19.35,2,611.8,1,8,69.42,0,0.0,1,0
147.7,7,800.2,0,17,35.75,0,0.0,0,0
97.01,0,441.5,0,23,35.01,0,0.752,0,0
53.79,4,1561.0,0,16,8.07,0,0.531,0,0
66.47,3,997.5,0,15,37.97,1,0.454,1,0
67.49,6,203.6,0,22,20.71,0,0.321,0,0
148.84,1,559.3,1,13,71.04,0,0.218,1,0
488.7,3,285.7,0,4,69.04,0,0.911,1,1
33.34,3,752.8,0,3,4.64,1,0.214,0,0
254.99,2,154.8,0,11,37.29,5,0.695,0,1
171.69,2,146.8,0,4,8.55,0,0.061,0,0
22.83,1,102.6,0,0,52.78,0,0.431,1,0
162.9,7,607.5,0,4,13.44,0,0.32,0,0
23.22,5,203.1,0,9,5.62,0,0.051,1,0
59.26,8,219.9,0,3,35.24,0,0.228,1,0
35.28,4,72.4,0,20,31.34,0,0.024,0,0
23.24,5,386.7,0,16,18.22,0,0.555,1,0
159.05,2,595.7,0,15,21.84,0,0.305,1,0
9.31,3,54.2,0,5,15.16,0,0.062,1,0
148.77,4,102.9,0,6,68.99,1,0.49,0,0
69.7,1,270.4,0,23,40.85,0,0.0,1,0
94.47,2,917.8,1,22,14.05,1,0.352,0,0
70.51,7,286.0,0,11,0.8,0,0.323,1,0
84.76,5,262.8,0,0,,0,0.206,0,0
81.62,2,1485.6,0,3,7.01,0,0.295,0,0
90.27,3,1528.9,0,1,34.87,0,0.402,1,0
57.62,0,326.4,0,15,15.84,0,0.366,1,0
113.19,3,200.1,0,20,31.32,0,0.285,0,0
37.0,2,52.6,0,8,35.99,0,0.0,0,0
158.88,4,981.1,0,10,10.82,0,0.461,0,0
36.18,5,415.2,0,19,28.85,0,0.551,1,0
34.0,6,408.3,0,17,61.36,0,0.0,0,0
78.49,2,10.2,1,11,29.43,0,0.169,1,0
39.33,3,6025.4,0,16,57.95,0,0.037,0,0
109.81,5,1343.1,0,5,88.93,0,0.342,1,0
34.42,3,512.8,0,8,15.2,0,0.185,0,0
54.91,8,231.8,0,16,14.19,0,0.134,1,0
206.88,3,298.7,0,18,11.34,0,0.29,1,0
13.33,1,872.5,0,3,74.74,0,0.182,0,0
16.98,3,135.7,0,11,25.46,0,0.203,0,0
77.34,6,389.7,0,8,11.53,0,0.352,1,0
46.83,3,1902.2,0,0,86.83,1,0.235,1,0
138.13,4,1117.5,0,9,13.28,1,0.341,1,0
144.54,2,204.8,0,18,92.27,0,0.168,1,0
70.45,3,377.7,0,17,37.07,0,0.273,0,0
146.43,4,939.4,0,21,37.11,1,0.195,0,0
18.83,4,291.2,0,5,38.34,0,0.038,0,0
186.93,4,1371.3,0,7,8.44,1,0.288,0,0
65.38,3,826.1,0,10,36.87,0,0.534,0,0
33.62,4,931.7,1,0,42.26,1,0.367,0,0
104.39,2,469.3,0,21,17.38,0,0.265,1,0
129.08,4,588.5,0,4,9.98,0,0.358,1,0
106.86,3,592.0,0,8,20.38,0,0.222,1,0
66.16,6,1386.4,0,23,43.56,1,0.339,1,0
140.76,4,1811.1,0,15,,0,0.197,0,0
76.26,2,815.6,0,22,1.04,0,0.139,1,0
37.68,3,30.1,0,14,32.38,0,0.322,0,0
37.28,2,807.4,0,19,93.74,0,0.314,1,0
113.87,7,62.5,0,12,7.2,0,0.0,0,0
79.13,5,226.9,1,15,18.1,1,0.361,1,0
14.7,5,446.4,0,22,36.69,0,0.488,1,0
45.65,5,30.8,0,7,21.22,0,0.125,1,0
213.1,5,491.9,0,20,81.16,1,0.74,1,0
135.33,3,293.6,0,6,55.28,0,0.567,0,0
70.23,3,1136.2,0,13,14.94,0,0.545,0,0
144.83,6,505.5,0,17,0.19,0,0.274,0,0
77.02,2,190.6,0,0,0.62,0,0.445,0,0
89.47,4,424.6,0,12,33.63,1,0.096,1,0
26.29,0,1634.2,0,17,28.92,0,0.075,0,0
26.38,3,340.4,1,23,44.68,2,0.009,0,0
25.51,5,1790.9,0,8,26.35,0,0.162,0,0
66.85,3,40.8,0,8,71.59,0,0.156,0,0
41.72,2,1294.8,0,11,48.66,1,0.56,0,0
72.81,8,2341.7,0,20,16.25,0,0.281,1,0
134.32,3,1481.5,0,7,8.2,0,0.364,0,0
11.03,4,2846.5,0,18,40.44,1,0.144,1,0
95.21,2,925.6,1,7,43.74,0,0.0,0,0
94.89,1,11.1,1,1,51.65,0,0.097,1,0
21.53,5,252.2,0,20,23.3,0,0.342,1,0
102.05,6,1013.2,0,21,76.95,0,0.26,1,0
73.39,2,703.6,0,8,53.64,0,0.083,0,0
100.98,2,342.8,0,14,289.24,0,0.619,1,1
49.82,1,70.2,0,9,11.32,0,0.505,0,0
136.73,3,433.6,0,0,33.59,0,0.243,1,0
76.72,7,82.0,0,7,48.07,0,0.332,1,0
86.61,7,637.2,0,18,55.31,0,0.571,0,0
28.46,1,393.7,0,4,13.73,0,0.48,1,0
35.22,1,638.5,0,5,86.28,0,0.0,1,0
24.4,7,114.2,0,16,11.03,0,0.544,0,0
70.69,3,1205.1,0,20,8.25,1,0.223,1,0
12.07,0,1819.3,0,7,26.94,0,0.398,1,0
402.64,0,484.9,0,0,117.57,3,0.108,1,1
23.38,2,8.0,0,1,20.1,0,0.265,0,0
123.66,3,2415.0,0,11,73.68,0,0.17,0,0
86.08,1,427.8,0,16,18.62,1,0.51,1,0
70.49,4,373.1,0,5,4.56,0,0.288,1,0
46.85,4,6.8,0,19,12.69,0,0.326,0,0
13.55,2,968.8,0,15,27.5,0,0.395,0,0
55.08,1,717.0,0,15,129.74,0,0.533,1,0
81.84,3,1312.1,1,0,41.77,1,0.102,0,0
168.64,6,52.5,0,16,25.85,1,0.516,1,0
92.98,3,507.0,0,9,9.09,0,0.709,0,0
117.29,2,385.7,0,16,32.34,0,0.081,1,0
10.09,4,2005.8,0,14,42.13,0,0.0,0,0
124.68,2,111.4,0,2,35.15,0,0.528,0,0
141.62,3,317.6,0,12,41.24,0,0.03,0,0
229.92,4,18.5,0,0,41.79,2,0.481,0,1
19.08,4,1948.4,0,4,4.33,1,0.396,0,0
158.23,1,2530.7,0,17,14.18,0,0.234,1,0
100.01,3,273.4,0,1,49.85,0,0.285,1,0
243.9,3,106.9,0,17,47.66,1,0.376,1,1
38.03,0,101.3,0,22,28.22,0,0.521,0,0
143.85,4,221.0,0,21,24.76,0,0.202,0,0
54.94,1,533.5,0,19,5.92,0,0.356,1,0
95.14,3,6.0,0,5,42.65,0,0.324,1,0
29.94,4,70.2,0,2,44.6,0,0.529,1,1
103.54,5,2892.7,0,9,1.85,0,0.32,0,0
132.64,8,802.4,0,3,75.91,0,0.493,1,0
32.47,2,2840.4,0,20,32.18,0,0.22,1,0
89.2,3,75.5,0,21,14.0,1,0.122,0,0
54.98,3,76.0,0,20,36.32,0,0.359,1,0
0.22,3,324.6,0,6,6.15,1,0.0,0,0
38.71,1,2091.4,1,5,38.11,0,0.521,1,0
28.24,5,1272.8,0,4,6.15,0,0.143,1,0
5.94,5,279.1,0,19,34.41,1,0.138,1,0
126.53,2,508.5,0,17,36.04,0,0.262,0,0
96.96,5,1.5,0,11,67.99,1,0.14,0,0
248.76,4,74.1,0,5,9.65,0,0.687,1,1
13.25,4,321.2,0,2,27.98,0,0.584,1,0
96.36,4,829.2,0,4,1.41,0,0.392,1,0
231.82,2,161.3,0,21,2.25,0,0.394,1,0
127.84,6,25.3,0,1,13.44,0,0.379,0,0
61.98,2,215.2,0,2,27.38,0,0.343,1,0
54.78,4,890.0,0,13,24.71,0,0.315,1,0
6.26,7,340.6,0,13,6.84,2,0.116,0,0
148.65,1,187.1,1,15,167.47,1,0.712,1,1
63.84,1,1419.7,0,22,15.44,0,0.403,1,0
13.63,1,579.9,0,10,54.08,0,0.072,1,0
49.27,4,368.7,0,12,37.33,0,0.097,0,0
147.97,8,2356.3,0,0,3.13,0,0.472,1,0
230.89,2,140.6,1,1,40.62,0,0.263,0,0
68.06,6,26.4,0,5,27.01,0,0.378,0,0
82.5,3,1039.5,0,5,24.14,0,0.748,1,0
166.79,1,1356.5,1,0,39.87,1,0.712,1,1
9.29,5,81.6,0,10,3.99,1,0.38,0,0
91.43,5,1280.6,0,23,27.35,0,0.028,0,0
36.96,2,250.8,0,6,2.26,0,0.235,0,0
156.93,3,730.9,0,20,78.9,0,0.116,0,0
74.19,6,431.9,0,17,12.29,0,0.024,1,0
95.09,0,1202.7,0,4,18.07,0,0.533,1,0
12.54,3,401.4,0,2,24.44,0,0.0,0,0
75.22,3,101.8,0,2,1.98,0,0.331,0,0
82.82,1,903.8,0,12,39.76,1,0.506,0,0
135.87,5,93.2,0,15,65.91,0,0.387,0,0
32.91,5,244.8,0,23,31.42,0,0.402,0,0
27.64,3,692.8,0,21,27.55,1,0.373,1,0
102.59,3,5.9,0,16,67.19,0,0.732,0,0
18.96,2,101.3,1,6,34.84,0,0.319,1,0
35.63,3,469.7,0,6,19.47,0,0.262,1,0
4.02,1,448.7,1,17,12.28,0,0.437,0,0
12.61,6,1203.0,0,17,25.64,1,0.047,1,0
52.7,10,490.5,0,4,30.39,0,0.681,0,0
116.45,1,900.6,0,22,70.51,1,0.093,1,0
59.5,3,202.8,1,17,12.24,1,0.0,0,0
91.45,2,2.5,0,22,32.43,0,0.58,1,0
173.99,6,1174.4,0,11,45.48,0,0.354,0,0
53.65,4,629.9,0,4,38.55,0,0.529,1,0
38.01,5,679.5,0,1,0.12,1,0.361,0,0
160.18,2,321.9,0,17,13.36,0,0.328,0,0
151.85,4,628.6,0,8,21.46,0,0.369,0,0
121.78,6,183.9,0,13,5.17,0,0.0,0,0
64.29,5,1039.7,0,13,23.05,0,0.357,1,0
111.91,5,262.3,1,11,78.7,0,0.345,0,0
135.8,3,1365.8,0,4,2.43,0,0.413,1,0
259.83,3,415.7,0,0,269.52,0,0.538,1,1
79.97,3,257.7,0,5,109.47,0,0.272,1,0
95.63,5,404.3,0,8,66.1,0,0.261,0,0
104.05,4,490.1,0,11,18.93,0,0.139,0,0
64.08,2,718.9,0,10,16.01,0,0.408,0,0
145.06,2,1388.4,1,16,15.93,0,0.289,1,0
189.05,1,400.3,0,0,222.4,0,0.391,1,1
104.63,3,205.4,0,15,15.49,0,0.468,1,0
202.05,2,289.1,0,3,18.33,0,0.645,1,0
118.0,4,488.0,0,23,0.57,0,0.392,1,0
93.76,2,172.1,1,4,8.74,0,0.257,0,0
75.98,5,1013.1,0,13,49.27,0,0.477,0,0
51.97,5,63.8,1,23,1.41,0,0.335,0,0
85.38,7,470.6,0,10,30.36,0,0.086,1,0
30.99,2,62.0,0,13,4.08,0,0.0,0,0
7.15,5,545.7,0,13,7.17,0,0.059,0,0
446.43,4,268.1,0,6,70.19,1,0.367,1,1
173.18,3,1353.3,0,16,16.74,0,0.238,0,0
84.96,6,221.9,0,4,4.2,0,0.0,0,0
94.55,3,143.6,0,8,,0,0.368,0,0
92.66,6,995.8,0,12,17.43,0,0.236,1,0
105.19,1,1271.8,0,19,66.45,0,0.361,0,0
7.95,2,289.3,0,10,75.94,0,0.62,0,0
75.95,4,1886.0,0,10,73.19,0,0.243,0,0
353.0,3,622.8,1,18,116.15,1,0.421,1,1
143.48,2,39.1,0,22,163.18,0,0.537,1,1
11.86,6,2817.4,1,17,13.51,1,0.195,0,0
105.13,4,1252.1,0,0,8.7,0,0.364,1,0
142.11,4,1828.7,0,5,24.75,0,0.0,1,0
49.45,1,881.6,0,17,2.99,0,0.845,1,0
66.21,3,83.2,0,21,35.63,0,0.856,0,0
23.32,3,1640.5,0,0,49.91,1,0.51,1,0
16.63,1,1247.0,0,0,61.01,0,0.127,0,0
71.62,3,521.8,0,5,44.06,1,0.215,0,0
136.64,5,673.2,0,13,1.07,1,0.631,1,0
109.84,6,51.5,0,13,38.98,0,0.439,0,0
94.58,5,7.8,0,1,21.59,0,0.224,1,0
1.06,3,242.4,0,20,12.12,0,0.523,1,0
57.68,2,112.4,0,4,17.63,0,0.484,1,0
54.76,6,496.9,0,19,48.55,0,0.353,1,0
149.75,2,43.3,0,23,21.34,1,0.603,0,0
124.79,2,1594.4,0,16,44.13,0,0.54,0,0
84.4,5,644.7,0,17,1.88,0,0.334,1,0
174.89,7,257.8,0,15,42.87,0,0.196,0,0
58.8,10,262.7,0,10,53.61,0,0.0,1,0
178.54,5,704.7,0,9,62.14,0,0.123,0,0
64.34,1,1002.9,0,0,36.61,0,0.355,1,0
62.68,4,255.9,0,20,39.82,0,0.63,0,0
155.63,3,401.8,0,14,51.27,0,0.636,0,0
43.88,9,466.7,1,9,38.0,0,0.681,1,0
39.68,5,1005.5,0,6,0.43,0,0.275,0,0
59.5,3,481.7,0,16,52.19,0,0.34,0,0
169.08,6,158.7,0,4,28.47,0,0.294,1,0
24.35,2,1012.0,0,10,74.12,0,0.184,0,0
66.64,4,344.7,0,7,11.81,0,0.455,1,0
34.97,8,222.5,0,9,69.62,0,0.526,0,0
61.49,2,1234.9,0,6,0.33,0,0.308,0,0
22.17,6,351.0,0,13,38.21,0,0.284,1,0
119.23,7,400.4,0,5,44.22,1,0.464,0,0
118.14,4,55.7,1,17,32.77,0,0.112,0,0
21.64,4,1045.9,0,13,12.85,0,0.348,0,0
6.17,3,423.6,0,5,3.41,0,0.188,1,0
470.8,3,33.6,0,8,95.21,2,0.891,1,1
117.74,2,985.9,0,1,73.44,1,0.178,0,0
104.26,2,273.8,0,0,23.29,0,0.203,0,0
102.29,4,1559.8,0,0,63.18,1,0.0,1,0
76.38,4,1465.9,0,17,24.62,0,0.322,0,0
64.41,2,1977.4,0,4,98.53,0,0.652,0,0
138.75,7,116.1,0,15,11.43,0,0.294,1,0
9.18,6,181.0,1,12,28.31,0,0.513,1,0
117.97,6,897.4,0,13,19.17,0,0.356,0,0
178.09,2,131.3,0,10,170.34,1,0.674,0,1
63.09,3,204.6,0,15,53.6,0,0.376,1,0
112.44,2,480.1,0,21,1.84,0,0.386,0,0
33.08,2,1136.2,0,7,70.27,0,0.106,1,0
422.45,0,59.0,0,17,169.82,1,0.756,0,1
355.11,1,113.2,0,22,50.6,0,0.769,0,1
101.15,3,424.5,0,1,41.09,2,0.0,0,0
112.22,3,221.5,0,21,3.11,0,0.796,1,0
92.64,4,805.4,0,18,47.79,1,0.378,0,0
32.88,3,84.5,0,21,24.36,0,0.0,0,0
87.59,3,647.9,1,18,40.87,1,0.458,0,1
41.11,3,78.8,0,10,32.79,1,0.412,1,0
70.38,6,803.2,0,22,2.68,1,0.24,0,0
154.56,5,1202.1,0,2,62.37,0,0.478,1,0
58.27,4,323.3,0,12,49.27,0,0.0,1,0
92.65,2,1947.0,0,1,5.11,0,0.282,0,0
10.72,2,130.7,1,4,37.88,0,0.055,0,0
60.83,4,223.9,0,3,56.82,0,0.65,1,0
16.66,4,76.0,0,11,72.73,0,0.343,1,0
128.95,8,65.3,0,22,44.43,1,0.01,0,0
70.63,9,89.4,0,22,15.63,0,0.581,1,0
96.07,2,255.2,0,17,21.15,0,0.352,1,0
293.24,1,262.7,0,23,140.82,0,0.82,1,1
27.89,2,357.8,0,2,5.51,0,0.188,1,0
67.33,5,365.5,0,23,1.84,0,0.022,0,0
80.77,6,696.7,1,2,40.19,0,0.315,0,0
180.42,7,370.8,0,4,13.57,0,0.192,1,0
66.51,3,557.9,0,5,71.94,1,0.209,0,0
10.33,1,94.6,1,2,123.27,0,0.615,1,1
48.97,6,173.2,0,23,74.48,1,0.241,0,0
40.38,1,297.5,0,2,20.22,0,0.215,1,0
44.48,2,563.9,1,3,33.58,1,0.302,1,0
18.85,3,964.9,0,10,6.0,1,0.0,1,0
145.11,4,794.4,0,22,14.92,0,0.091,1,0
38.94,5,163.7,0,12,11.59,1,0.355,1,0
103.29,2,1031.7,0,16,39.29,0,0.339,1,0
653.68,1,261.7,1,4,347.51,0,0.012,0,1
87.16,3,33.7,0,13,14.07,1,0.66,0,0
52.07,1,729.1,0,3,6.19,0,0.277,0,0
20.78,1,2849.9,0,6,30.89,0,0.224,1,0
47.34,4,255.1,0,2,54.42,1,0.574,1,0
82.86,3,1262.1,0,21,33.35,0,0.057,0,0
9.65,6,241.8,0,15,31.89,0,0.211,1,0
76.16,3,281.5,0,17,8.56,0,0.21,1,0
89.12,2,894.7,0,21,35.95,0,0.0,1,0
81.89,3,383.3,0,8,52.52,0,0.351,0,0
93.85,5,978.2,1,13,73.7,0,0.674,1,0
33.96,2,365.0,0,12,72.21,1,0.233,0,0
85.74,2,2191.9,0,8,28.35,1,0.0,0,0
132.73,5,1481.8,0,19,65.39,0,0.213,0,0
100.35,1,1021.8,0,4,51.03,0,0.263,0,0
42.78,3,251.4,0,20,6.08,2,0.169,1,0
6.97,4,962.5,0,21,30.78,0,0.21,0,0
117.8,5,2299.2,0,5,16.4,0,0.616,0,0
71.08,3,1284.3,0,17,54.1,0,0.174,1,0
222.9,4,32.9,1,4,36.08,0,0.624,1,1
16.13,5,1435.0,0,13,15.31,0,0.566,0,0
102.74,2,659.3,1,9,14.4,0,0.161,0,0
89.62,4,951.4,0,19,24.36,0,0.26,0,0
349.84,1,77.7,0,2,233.14,1,0.783,0,1
143.82,5,707.3,0,11,21.9,0,0.425,0,0
96.19,5,65.3,0,11,16.68,0,0.868,1,0
24.19,3,1484.0,0,1,25.8,1,0.291,1,0
17.48,5,830.3,0,10,127.35,0,0.826,1,0
142.64,2,370.7,0,13,16.41,0,0.597,1,0
78.31,4,483.7,1,3,54.11,0,0.302,0,0
92.96,5,250.8,0,2,,0,0.389,0,0
83.21,4,712.8,0,14,6.26,0,0.0,0,0
145.07,3,984.1,0,15,13.35,0,0.141,1,0
161.15,2,10.3,0,20,5.37,0,0.489,0,0
132.55,0,800.2,0,11,5.74,1,0.27,1,0
114.23,8,1452.9,0,2,2.54,1,0.01,1,0
50.08,3,840.7,1,3,29.27,0,0.0,1,0
86.19,7,1931.1,0,22,20.69,0,0.16,1,0
72.94,8,322.0,0,5,34.67,1,0.479,1,0
96.55,0,386.7,0,19,5.72,0,0.209,0,0
112.6,2,631.7,0,11,18.66,0,0.158,1,0
31.58,5,2101.2,0,7,32.96,0,0.209,0,0
41.73,4,313.2,0,5,19.73,0,0.241,1,0
118.61,4,539.4,0,13,67.71,0,0.473,1,0
537.19,2,529.5,0,1,65.01,0,0.498,1,1
61.29,3,451.9,0,8,28.35,0,0.287,0,0
93.81,2,575.3,0,1,24.97,1,0.101,0,0
2.9,2,1668.2,0,8,22.87,0,0.183,0,0
21.57,2,1158.5,1,2,5.52,0,0.336,0,0
113.03,6,379.6,0,23,27.82,0,0.163,0,0
33.66,4,895.5,0,14,34.72,0,0.194,0,0
25.39,6,118.7,0,10,34.06,0,0.291,0,0
51.89,7,1080.0,0,18,78.99,0,0.306,0,0
3.82,4,724.7,0,15,12.42,0,0.0,0,0
120.06,2,64.5,0,2,1.19,0,0.439,0,0
42.72,7,221.7,1,21,7.85,0,0.391,0,0
137.94,4,230.1,0,14,10.3,0,0.347,0,0
23.06,6,1629.3,0,23,11.88,0,0.523,1,0
161.28,3,384.7,0,11,9.36,0,0.412,1,0
49.78,4,89.2,0,10,39.63,0,0.0,0,0
360.98,0,171.6,0,4,232.8,0,0.26,0,1
84.63,3,490.1,0,13,23.96,0,0.562,1,0
24.32,4,1246.4,0,13,54.77,0,0.152,0,0
18.18,3,3.6,0,22,,0,0.468,1,0
72.94,2,526.6,0,22,27.68,0,0.472,0,0
35.86,5,1160.8,1,0,16.93,0,0.018,0,0
114.51,3,991.1,0,17,58.64,0,0.318,0,0
219.6,8,301.9,0,5,7.47,0,0.364,0,0
62.72,2,82.7,0,12,1.85,0,0.0,0,0
68.13,4,1972.1,0,7,10.2,0,0.153,0,0
37.09,5,213.1,0,1,73.09,0,0.353,1,0
148.07,4,78.2,0,17,75.15,0,0.457,0,0
32.56,3,629.7,0,22,37.82,0,0.232,0,0
105.24,6,1206.9,0,8,58.17,0,0.648,1,0
2.47,4,363.0,0,22,1.81,0,0.378,1,0
84.06,3,778.9,0,17,50.79,0,0.212,0,0
128.96,5,376.4,0,13,33.3,0,0.081,1,0
40.73,2,442.1,0,22,37.38,1,0.063,0,0
8.72,3,1150.1,0,21,15.16,0,0.032,1,0
70.93,7,543.0,0,21,35.81,0,0.478,1,0
79.96,6,562.3,0,10,19.29,0,0.244,0,0
61.83,4,990.9,0,2,13.02,0,0.264,0,0
147.89,7,2453.8,0,0,15.1,0,0.468,0,0
35.47,3,882.9,0,9,59.34,0,0.266,1,0
123.41,3,105.2,0,5,10.47,0,0.507,0,0
160.4,9,1990.9,0,13,7.15,0,0.738,0,0
85.68,6,1198.6,0,14,69.69,0,0.359,1,0
39.48,4,7.0,1,13,9.93,2,0.433,1,0
20.94,7,70.0,1,16,66.12,0,0.443,1,0
51.8,0,182.8,1,15,53.56,0,0.536,0,0
88.56,2,452.0,0,17,78.65,0,0.414,0,0
179.64,4,162.4,0,21,25.96,0,0.064,0,0
168.91,3,244.2,0,16,31.36,0,0.538,0,0
95.5,7,791.8,0,9,7.87,2,0.235,0,0
105.81,5,164.9,1,22,10.26,0,0.642,0,0
112.02,2,267.4,0,22,64.94,0,0.478,0,0
135.77,1,83.6,0,15,5.36,0,0.0,1,0
85.77,2,68.2,0,6,1.47,0,0.25,0,0
69.81,1,17.7,0,5,33.52,0,0.157,0,0
54.62,4,863.3,0,0,33.57,0,0.0,0,0
21.52,11,3095.1,0,14,1.47,0,0.521,0,0
109.11,4,57.4,1,7,16.06,0,0.106,0,0
133.66,4,498.4,0,0,13.24,2,0.342,0,0
105.2,2,2579.1,0,7,3.25,0,0.0,0,0
216.34,2,116.9,1,22,44.27,0,0.183,1,1
60.59,6,173.1,0,3,40.32,0,0.569,0,0
204.7,3,287.0,0,12,54.71,1,0.244,0,0
153.47,3,2427.3,0,5,41.32,0,0.494,0,0
44.2,4,417.8,0,10,31.37,0,0.382,0,0
1.0,1,176.9,1,10,6.38,0,0.275,0,0
94.65,3,174.4,0,17,22.66,0,0.874,1,0
13.76,1,365.7,0,20,61.45,2,0.357,1,0
79.59,5,311.2,0,18,49.53,0,0.683,1,0
38.53,2,2362.1,0,8,23.41,0,0.0,0,0
152.34,4,196.9,0,4,15.34,0,0.208,0,0
87.11,2,784.6,0,20,62.34,1,0.312,0,0
94.33,5,572.4,0,23,15.0,0,0.099,1,0
63.86,1,396.9,0,8,31.77,0,0.315,0,0
148.78,0,993.5,0,11,16.56,0,0.329,0,0
85.18,5,701.6,0,22,10.64,1,0.197,0,0
2.4,3,822.8,0,20,6.65,0,0.824,0,0
21.79,5,1172.2,0,6,2.15,0,0.773,0,0
55.21,3,2252.7,0,12,14.32,0,0.222,1,0
98.72,5,1355.3,0,17,48.81,1,0.595,0,0
105.07,5,1342.3,0,5,10.82,0,0.386,1,0
111.61,4,849.6,0,19,32.16,1,0.066,1,0
